description,price,price_num,year,year_num,kilometers,kilometers_num,location,link
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$61.900,61900,2022,2022,40.000 Km,40000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1491999225-bmw-330i-sedan-sport-line-252cv-2022-40000-kms-autopremium-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 320i Sedan Active,US$14.700,14700,2009,2009,148.000 Km,148000,Luján - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-1502013381-bmw-serie-3-20-320i-sedan-active-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 320i Sedan Executive,US$17.500,17500,2011,2011,135.000 Km,135000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2089169476-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 320i Sedan Executive,US$37.500,37500,2017,2017,55.000 Km,55000,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1490309247-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$69.900,69900,2022,2022,18.000 Km,18000,Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2102358558-bmw-330i-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 330i Sedan Sport Line 258 Cv,US$82.500,82500,2025,2025,0 Km,0,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2066370034-bmw-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 320i Sedan Sportline,US$65.000,65000,2021,2021,50.000 Km,50000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2029531460-bmw-serie-3-20-320i-sedan-sportline-2021-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$25.000,25000,2013,2013,158.000 Km,158000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2059809570-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$25.800,25800,2013,2013,98.900 Km,98900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2086885726-bmw-serie-3-20-328i-sedan-sport-245cv-automatico-8-vel-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$19.900,19900,2013,2013,225.000 Km,225000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1501380189-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$58.000,58000,2021,2021,29.000 Km,29000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2098519994-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.5 323i Active Stept,US$12.500,12500,2006,2006,170.000 Km,170000,Ituzaingó - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-2095884790-bmw-serie-3-25-323i-active-stept-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 M340i Xdrive M Performance,US$107.900,107900,2025,2025,0 Km,0,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2067756010-bmw-serie-3-30-m340i-xdrive-m-performance-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$48.900,48900,2020,2020,74.600 Km,74600,San Fernando - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1501198463-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 335i Sedan M Package At 306cv,US$45.500,45500,2013,2013,88.000 Km,88000,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1498366691-bmw-serie-3-30-335i-sedan-m-package-at-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 330i Executive Steptro.,US$21.000,21000,2007,2007,94.000 Km,94000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2096287220-bmw-serie-3-30-330i-executive-steptro-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$58.000.000,58000000,2020,2020,82.500 Km,82500,General López - Santa Fe,https://auto.mercadolibre.com.ar/MLA-1479784983-bmw-330i-sedan-sportline-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 328i Luxury 245cv,US$33.000,33000,2013,2013,70.000 Km,70000,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-2086809630-bmw-serie-3-20-328i-luxury-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$48.900,48900,2021,2021,88.000 Km,88000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-2086626114-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.8 328 Ci Coupe Executive,US$10.900,10900,2000,2000,219.000 Km,219000,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2091116624-bmw-serie-3-28-328-ci-coupe-executive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$48.400,48400,2021,2021,75.000 Km,75000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2088187112-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 M340i Xdrive,US$90.000,90000,2022,2022,39.000 Km,39000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1497194295-bmw-serie-3-30-m340i-xdrive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.5 325ti Compact Active,US$13.900,13900,2004,2004,114.800 Km,114800,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2079927320-bmw-serie-3-25-325ti-compact-active-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 M340i Xdrive M Performance,US$104.900,104900,2025,2025,0 Km,0,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2100496042-bmw-serie-3-30-m340i-xdrive-m-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 320d Sedan Active,US$16.000.000,16000000,2008,2008,300.000 Km,300000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-2071766504-bmw-serie-3-20-320d-sedan-active-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 320i Sedan 184cv,US$25.000.000,25000000,2014,2014,81.000 Km,81000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1500205233-bmw-serie-3-20-320-i-sedan-automatico-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$25.900,25900,2014,2014,117.000 Km,117000,Caseros - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-2089137326-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 335i Sedan M Package At 306cv,US$40.900,40900,2013,2013,49.900 Km,49900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2094962082-bmw-serie-3-30-335i-sedan-m-package-at-306cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 320i Sedan Executive,US$25.500,25500,2016,2016,126.000 Km,126000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2091246042-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.5 325i Coupe Sportive,US$22.000,22000,2007,2007,122.000 Km,122000,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-1500291409-bmw-serie-3-25-325i-coupe-sportive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$62.000,62000,2022,2022,39.000 Km,39000,Alta Gracia - Córdoba,https://auto.mercadolibre.com.ar/MLA-1482338247-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.8 328i A,US$10.000,10000,1997,1997,229.600 Km,229600,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2090680990-bmw-serie-3-328i-28l-6-cylinder-manual-coupe-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 M340i Xdrive,US$85.000,85000,2022,2022,15.000 Km,15000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2082794384-bmw-serie-3-30-m340i-xdrive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 3.0 M340i Xdrive M Performance,US$105.000,105000,2024,2024,6.300 Km,6300,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1501306105-bmw-m340i-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=f6bb55f4-bce8-49de-9c5e-451f9277f333
Bmw Serie 3 2.0 328i Luxury 245cv,US$28.000,28000,2013,2013,93.000 Km,93000,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1501108855-bmw-serie-3-20-328i-luxury-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$37.500,37500,2018,2018,100.000 Km,100000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1496142825-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$42.000,42000,2019,2019,70.000 Km,70000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2074830678-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 M340i Xdrive,US$81.900,81900,2021,2021,28.000 Km,28000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2102554128-bmw-serie-3-30-m340i-xdrive-340-240-440-m2-m3-m5-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 320d Sedan Executive,US$17.000,17000,2011,2011,187.000 Km,187000,Pilar - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-1500319739-bmw-serie-3-20-320d-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Sportive,US$18.500,18500,2006,2006,132.000 Km,132000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2084012362-bmw-serie-3-2006-30-330i-sedan-sportive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Executive Step,US$17.500,17500,2010,2010,183.000 Km,183000,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1501669571-bmw-serie-3-30-330i-sedan-executive-step-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 320i Sedan Sportline,US$49.000,49000,2020,2020,45.000 Km,45000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2071944794-bmw-serie-3-20-320i-sedan-sportline-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$32.500,32500,2014,2014,52.000 Km,52000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2093302352-serie-3-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$38.000,38000,2017,2017,83.000 Km,83000,Almirante Brown - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2073451332-bmw-serie-3-20-330i-sedan-sport-line-252cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$31.000,31000,2014,2014,89.957 Km,89957,Beccar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2099316394-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$68.000,68000,2023,2023,13.500 Km,13500,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2091736146-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 320i Sedan 184cv,US$28.500,28500,2016,2016,72.600 Km,72600,Pilar - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2078603352-bmw-serie-3-20-320i-sedan-184cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,US$37.000,37000,2008,2008,58.600 Km,58600,Azul - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2086823146-bmw-serie-3-30-335i-coupe-sportive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$28.000,28000,2013,2013,76.000 Km,76000,Cañuelas - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2080028954-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 M340i Xdrive,US$115.000,115000,2023,2023,5.000 Km,5000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2076039630-bmw-serie-3-bmw-m340i-xdrive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.5 325i,US$16.000,16000,1987,1987,89.000 Km,89000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2095548628-bmw-serie-3-25-325i-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$32.500,32500,2013,2013,78.000 Km,78000,Cañuelas - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2095008800-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 M340i Xdrive,US$83.000,83000,2020,2020,31.000 Km,31000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2041953752-bmw-serie-3-m340i-xdrive-387cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedan,US$17.500,17500,1997,1997,170.000 Km,170000,Azul - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2087041380-bmw-serie-3-20-328i-sedan-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$26.500,26500,2013,2013,138.000 Km,138000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1501816093-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Sport 252cv,US$58.000,58000,2020,2020,23.000 Km,23000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2075999958-bmw-serie-3-30-330i-sedan-sport-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 320i Sedan Executive,US$29.000,29000,2017,2017,105.000 Km,105000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2095182070-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 335i Sedan M Package At 306cv,US$42.000,42000,2013,2013,124.000 Km,124000,San Rafael - Mendoza,https://auto.mercadolibre.com.ar/MLA-1502788695-bmw-serie-3-30-335i-sedan-m-package-at-306cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sportive,US$20.500,20500,2002,2002,90.000 Km,90000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2092705624-bmw-serie-3-30-330i-sportive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$24.900,24900,2013,2013,125.000 Km,125000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2085427266-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$20.000,20000,2013,2013,261.000 Km,261000,Cipolletti - Río Negro,https://auto.mercadolibre.com.ar/MLA-1496736707-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 1.8 318ti Compact,US$6.800,6800,1996,1996,190.000 Km,190000,Ituzaingó - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-1502669517-bmw-serie-3-18-318ti-compact-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$26.000,26000,2013,2013,101.000 Km,101000,General Deheza - Córdoba,https://auto.mercadolibre.com.ar/MLA-2094145914-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.5 325i Coupe Sportive,US$19.600,19600,2010,2010,147.000 Km,147000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2090984592-vendo-o-permuto-bmw-325i-coupe-2010-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 320i Sedan Sportline,US$50.000,50000,2020,2020,62.000 Km,62000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1496788139-bmw-serie-3-20-320i-sedan-sportline-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 1.8 318ti Compact,US$7.600,7600,1995,1995,197.000 Km,197000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1495827797-bmw-serie-3-18-318ti-compact-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sportive Steptro.,US$16.999,16999,2007,2007,127.600 Km,127600,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1501897007-bmw-serie-3-30-330i-sportive-steptro-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$53.000,53000,2021,2021,43.000 Km,43000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2081775848-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 M340i Xdrive,US$120.000,120000,2023,2023,10.000 Km,10000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2100800252-bmw-serie-3-30-m340i-xdrive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 320i Sedan 184cv,US$26.500,26500,2014,2014,125.000 Km,125000,San Miguel - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1498373661-bmw-serie-3-20-320i-sedan-184cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
