description,price,price_num,year,year_num,kilometers,kilometers_num,location,link
Bmw Serie 1 1.6 118i Sport 170cv At,US$19.000,19000,2013,2013,135.000 Km,135000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2096011190-bmw-serie-1-16-118i-sport-170cv-at-2013-135000km-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=0fae1191-c982-410d-95dd-c6cbe89b32f6
Bmw Serie 1 1.6 120i Sport Line 177cv,US$29.500,29500,2016,2016,99.000 Km,99000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-1499209785-bmw-serie-1-16-120i-sport-line-177cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=0fae1191-c982-410d-95dd-c6cbe89b32f6
Bmw Serie 1 1.6 120i M Package 177cv,US$34.800,34800,2016,2016,61.000 Km,61000,Ituzaingó - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-1495621259-bmw-serie-1-16-120i-m-package-177cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=0fae1191-c982-410d-95dd-c6cbe89b32f6
Bmw Serie 1 1.6 120i Sport Line At 177cv,US$26.000,26000,2016,2016,94.200 Km,94200,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1499636369-bmw-serie-1-16-120i-sport-line-at-177cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=0fae1191-c982-410d-95dd-c6cbe89b32f6
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,US$31.000,31000,2011,2011,110.000 Km,110000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2078851058-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=0fae1191-c982-410d-95dd-c6cbe89b32f6
Bmw Serie 1 120i 177cv Automático 5 Puertas Permuto,US$21.999,21999,2016,2016,125.500 Km,125500,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2094734364-bmw-120i-177cv-automatico-5-puertas-permuto-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=0fae1191-c982-410d-95dd-c6cbe89b32f6
Bmw Serie 1 2.5 125i Coupe Executive,US$23.000,23000,2010,2010,105.000 Km,105000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2102342592-bmw-serie-1-25-125i-coupe-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=0fae1191-c982-410d-95dd-c6cbe89b32f6
Bmw Serie 1 2.0 Xdrive M135 Performance,US$65.000,65000,2022,2022,16.000 Km,16000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2100697148-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=0fae1191-c982-410d-95dd-c6cbe89b32f6
Bmw Serie 1 1.6 118i Sport 170cv At,US$17.900,17900,2013,2013,149.000 Km,149000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2078182732-bmw-serie-1-16-118i-sport-170cv-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Sport Line 136cv,US$49.800,49800,2023,2023,7.000 Km,7000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1501796659-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,US$35.000,35000,2012,2012,82.000 Km,82000,Lomas De Zamora - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2078589334-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,US$29.900,29900,2014,2014,101.300 Km,101300,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1495990681-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,US$29.650,29650,2012,2012,130.000 Km,130000,Moreno - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-2098423558-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Active 136cv,US$27.000,27000,2017,2017,60.000 Km,60000,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-2086819502-bmw-serie-1-15-118i-active-136cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Sport Line 136cv,US$55.900,55900,2025,2025,0 Km,0,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-2010552170-bmw-serie-1-15-118i-sportline-156-cv-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 3.0 M140 Package,US$47.000,47000,2018,2018,81.000 Km,81000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2091083226-bmw-serie-1-2018-30-m140-package-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.6 120i Sport Line At 177cv,US$27.000,27000,2016,2016,46.000 Km,46000,Concordia - Entre Ríos,https://auto.mercadolibre.com.ar/MLA-1501723261-bmw-serie-1-16-120i-sport-line-at-177cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.6 120i M Package 177cv,US$29.500,29500,2016,2016,117.000 Km,117000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2073447336-bmw-serie-1-16-120i-m-package-177cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 125d Sport 218cv,US$28.000,28000,2013,2013,49.000 Km,49000,San Fernando - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2082171220-bmw-serie-1-125i-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 Xdrive M135 Performance,US$83.900,83900,2025,2025,500 Km,500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2091736210-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.6 118i Sport 170cv At,US$22.000,22000,2013,2013,59.000 Km,59000,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2089319798-bmw-serie-1-16-118i-sport-170cv-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.6 120i Active 177cv,US$29.500.000,29500000,2016,2016,63.000 Km,63000,San Justo - Córdoba,https://auto.mercadolibre.com.ar/MLA-1498595683-bmw-serie-1-16-120i-active-177cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 3.0 M140 Package,US$56.000,56000,2020,2020,94.000 Km,94000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1497340125-bmw-serie-1-30-m140-package-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,US$30.500,30500,2012,2012,86.000 Km,86000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-1497388605-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,US$28.000,28000,2010,2010,76.000 Km,76000,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2091904934-bmw-135i-n54-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 Xdrive M135 Performance,US$64.000,64000,2022,2022,34.000 Km,34000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1500443999-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Sport Line 136cv,US$45.000,45000,2021,2021,34.000 Km,34000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2079019870-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Sport Line 136cv,US$27.500,27500,2017,2017,82.000 Km,82000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2080492104-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.6 116i 136cv At,US$17.500,17500,2012,2012,132.000 Km,132000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2078618668-bmw-serie-1-16-116i-136cv-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Sport Line 136cv,US$42.000,42000,2020,2020,93.000 Km,93000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1496028557-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
