description,price,price_num,year,year_num,kilometers,kilometers_num,location,link
Bmw Serie 1 2.5 125i Coupe Executive,US$19.000,19000,2010,2010,146.000 Km,146000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1500494521-bmw-serie-1-2010-25-125i-coupe-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.6 120i M Package 177cv,US$32.900,32900,2016,2016,110.000 Km,110000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1499194079-bmw-serie-1-16-120i-m-package-177cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 Xdrive M135 Performance,US$85.900,85900,2025,2025,1.000 Km,1000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1498970319-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 120i Active Stept,US$7.499,7499,2007,2007,145.000 Km,145000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2102577118-bmw-serie-1-20-120i-active-stept-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 - M135i Año 2025 - Linea Nueva - 317 Cv,US$85.000,85000,2025,2025,0 Km,0,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1484391721-bmw-m135-okm-ano-2025-bmw-m135i-bmw-m135-performance-okm-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 M135i Año 2025 - Linea Nueva - 317 Cv,US$85.500,85500,2025,2025,0 Km,0,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2026225264-bmw-m135-okm-ano-2025-bmw-135-bmw-m135i-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 118i Okm 2025 Linea Nueva (recien Llegada A Arg),US$55.900,55900,2025,2025,0 Km,0,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1478538623-bmw-118i-okm-2025-linea-nueva-bmw-118-okm-2025-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 118i Okm 2025 Linea Nueva (recien Llegada A Arg),US$55.900,55900,2025,2025,0 Km,0,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1473748631-bmw-118i-okm-2025-linea-nueva-bmw-118-okm-2025-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Sport Line 136cv,US$26.500,26500,2018,2018,111.200 Km,111200,San Francisco - Córdoba,https://auto.mercadolibre.com.ar/MLA-1496867225-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.6 118i Sport 170cv,US$23.000,23000,2015,2015,63.000 Km,63000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2080568524-bmw-serie-1-16-118i-sport-170cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 118i Active 136cv,US$13.500,13500,2010,2010,125.600 Km,125600,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2095806600-bmw-serie-1-20-118i-active-136cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Sport Line 136cv,US$29.500,29500,2017,2017,41.000 Km,41000,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1501288119-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 Serie 1 M 140i 3.0,US$51.800,51800,2017,2017,62.000 Km,62000,Esteban Echeverría - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2075549850-bmw-m-140i-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 Xdrive M135 Performance,US$70.500,70500,2022,2022,5.200 Km,5200,Berazategui - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2084507878-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Active 136cv,US$26.000,26000,2017,2017,41.000 Km,41000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2089076818-bmw-118i-2017-con-cuero-39000km-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 Xdrive M135 Performance,US$76.000,76000,2021,2021,25.000 Km,25000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2084185390-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Sport Line 136cv,US$46.400,46400,2021,2021,15.000 Km,15000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2077527310-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.5 118i Active 136cv,US$23.500,23500,2017,2017,72.000 Km,72000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2092049960-bmw-serie-1-15-118i-active-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.6 118i Sport 170cv At,US$19.500,19500,2013,2013,130.000 Km,130000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2096357146-bmw-serie-1-16-118i-sport-170cv-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 3.0 M140 Package,US$52.500,52500,2019,2019,75.000 Km,75000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-2089470354-bmw-serie-1-30-m-140i-package-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 1.6 118i Sport 170cv At,US$17.900,17900,2013,2013,160.000 Km,160000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1501664987-bmw-serie-1-16-118i-sport-170cv-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 120i Cabriolet Descapotable,US$38.500,38500,2013,2013,29.700 Km,29700,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2092705828-bmw-120i-cabrio-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 140i M,US$52.500,52500,2017,2017,79.000 Km,79000,Villa Carlos Paz - Córdoba,https://auto.mercadolibre.com.ar/MLA-1502321881-bmw-140i-m-30-340cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 120i 2.0 T At,US$27.900,27900,2016,2016,48.000 Km,48000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2074919854-bmw-120i-20-t-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 120i Sport 5p 184 Hp,US$29.000,29000,2018,2018,89.000 Km,89000,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2089292676-bmw-120i-sport-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 2.0 118d Sport 143cv,US$20.500,20500,2012,2012,180.000 Km,180000,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2074766228-bmw-serie-1-20-118d-sport-143cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=45fb1a56-6f73-419f-9b2e-12e551d5ab81
Bmw Serie 1 3.0 140i M Package,US$49.900,49900,2017,2017,64.000 Km,64000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1502476115-bmw-140i-30-m-package-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$30.500,30500,2018,2018,65.000 Km,65000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2099683528-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 116i 136cv,US$37.500,37500,2013,2013,26.500 Km,26500,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2086681142-bmw-serie-1-16-116i-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 Xdrive M135 Performance,US$99.999,99999,2022,2022,40.000 Km,40000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1499519593-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 120i Sport At,US$35.000,35000,2018,2018,90.000 Km,90000,Lincoln - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2100879238-bmw-120i-sport-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 120i Sport Line 184cv,US$31.000,31000,2017,2017,76.000 Km,76000,Villa María - Córdoba,https://auto.mercadolibre.com.ar/MLA-2079032008-120i-184-cv-volante-m-doble-cano-de-escape-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 Xdrive M135 M Performance,US$72.000,72000,2024,2024,10.000 Km,10000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2100148604-bmw-serie-1-20-xdrive-m135-m-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$52.500,52500,2024,2024,28.000 Km,28000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2092880538-bmw-118i-sportline-5p-at-2024-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$27.000,27000,2017,2017,95.000 Km,95000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2084411710-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 Xdrive M135 Performance,US$66.000,66000,2021,2021,45.800 Km,45800,Ezeiza - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2086731340-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Active 136cv,US$28.500,28500,2017,2017,60.017 Km,60017,Ituzaingó - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-2018910938-bmw-serie-1-15-118i-active-136cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 116i 136cv,US$15.900,15900,2012,2012,106.000 Km,106000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2100884920-bmw-serie-1-16-116i-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$42.500,42500,2020,2020,40.000 Km,40000,Esteban Echeverría - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2093624274-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 120i Active Stept,US$15.300.000,15300000,2008,2008,152.000 Km,152000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2068260792-bmw-120i-20-active-stept-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.5 125i Coupe Sport,US$23.000,23000,2009,2009,128.000 Km,128000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1491150741-bmw-serie-1-25-125i-coupe-sport-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 Xdrive M135 Performance,US$66.900,66900,2020,2020,37.000 Km,37000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2041995534-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 116i 136cv,US$17.900,17900,2013,2013,140.000 Km,140000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1502644197-bmw-serie-1-16-116i-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 120i Active 156cv,US$18.899.000,18899000,2009,2009,89.000 Km,89000,Villa Carlos Paz - Córdoba,https://auto.mercadolibre.com.ar/MLA-2017533434-bmw-serie-1-20-120i-active-156cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$32.000,32000,2018,2018,75.000 Km,75000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2098434498-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 116i Active,US$14.000,14000,2008,2008,167.000 Km,167000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1501668797-bmw-serie-1-16-116i-active-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 120i M Package 177cv,US$26.500,26500,2016,2016,105.000 Km,105000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2095951202-bmw-serie-1-16-120i-m-package-177cv-carhaus-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 Xdrive M135 Performance,US$65.990,65990,2020,2020,45.000 Km,45000,Ituzaingó - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-1500333305-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 120i Sport Line,US$29.000,29000,2017,2017,70.000 Km,70000,Esteban Echeverría - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1502751937-bmw-120i-sport-line-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,US$32.000,32000,2012,2012,177.000 Km,177000,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2042443332-bmw-135i-coupe-sportive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$29.900,29900,2019,2019,74.000 Km,74000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1475377867-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 118i Sport 170cv At,US$23.000,23000,2013,2013,51.000 Km,51000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2079908932-bmw-serie-1-16-118i-sport-170cv-at-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$48.900,48900,2023,2023,28.000 Km,28000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1479420945-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 120i Active 177cv,US$22.900,22900,2016,2016,124.200 Km,124200,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2096902878-bmw-120i-active-5p-2016-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 118i Sport 170cv,US$29.000,29000,2016,2016,49.000 Km,49000,Gualeguaychú - Entre Ríos,https://auto.mercadolibre.com.ar/MLA-2038655774-bmw-serie-1-16-118i-sport-170cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,US$31.500,31500,2010,2010,104.000 Km,104000,Ezeiza - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1498729425-bmw-serie-1-25-135i-coupe-sportive-306cv-n54-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 116i 136cv At,US$17.900,17900,2013,2013,145.000 Km,145000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2082646326-bmw-serie-1-16-116i-136cv-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 120i Sport Line At 177cv,US$24.500,24500,2016,2016,108.000 Km,108000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1491879921-bmw-serie-1-16-120i-sport-line-at-177cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 118d Sport 143cv,US$20.200.000,20200000,2012,2012,130.000 Km,130000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-2102595122-bmw-118d-sport-5p-2012-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 Xdrive M135 Performance,US$80.000,80000,2025,2025,0 Km,0,Del Viso - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2098434850-bmw-serie-1-20-xdrive-m135-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 116i 136cv At,US$17.900,17900,2012,2012,124.000 Km,124000,Malvinas Argentinas - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2063715034-bmw-serie-1-16-116i-136cv-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 Xdrive M135 M Performance,US$66.000,66000,2023,2023,35.000 Km,35000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2025345500-bmw-serie-1-20-xdrive-m135-m-performance-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$28.900,28900,2017,2017,85.900 Km,85900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2066763376-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 Xdrive M135 M Performance,US$72.000,72000,2023,2023,9.000 Km,9000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1495597021-bmw-serie-1-20-xdrive-m135-m-performance-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$27.000,27000,2017,2017,80.000 Km,80000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1484396715-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.6 120i M Package 177cv,US$28.000.000,28000000,2017,2017,123.000 Km,123000,General López - Santa Fe,https://auto.mercadolibre.com.ar/MLA-1479668199-bmw-120-i-sport-5ptas-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 Xdrive M135 M Performance,US$75.000,75000,2023,2023,6.000 Km,6000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1501171931-bmw-serie-1-20-xdrive-m135-m-performance-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.0 120i Coupe Active 156cv,US$21.400,21400,2011,2011,71.000 Km,71000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1498624427-bmw-serie-1-20-120i-coupe-active-156cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 1.5 118i Sport Line 136cv,US$23.000,23000,2017,2017,171.000 Km,171000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1495627137-bmw-serie-1-15-118i-sport-line-136cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,US$37.000,37000,2012,2012,78.000 Km,78000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2042442762-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=1d850d9b-96ee-4c35-81e4-5fedbd57ff4f
