description,price,price_num,year,year_num,kilometers,kilometers_num,location,link
Bmw X5 4.8 Is Premium Stept,US$16.000,16000,2008,2008,206.000 Km,206000,Tres Arroyos - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2095548002-bmw-x5-48i-premium-2008-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=17c0e07f-3a9a-49b8-8b19-ce9aaa54cdf4
Bmw X5 3.0 D Executive Stept,US$18.000,18000,2009,2009,300.000 Km,300000,San Miguel De Tucumán - Tucumán,https://auto.mercadolibre.com.ar/MLA-1497494495-bmw-x5-2009-30d-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=17c0e07f-3a9a-49b8-8b19-ce9aaa54cdf4
Bmw X5 3.0 D Executive,US$24.000,24000,2009,2009,150.000 Km,150000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2102472232-bmw-x5-2009-30-d-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=17c0e07f-3a9a-49b8-8b19-ce9aaa54cdf4
Bmw X5 3.0 D Executive Stept,US$22.000,22000,2008,2008,138.000 Km,138000,Sarmiento - Chubut,https://auto.mercadolibre.com.ar/MLA-1498286097-bmw-x5-30-d-executive-stept-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=17c0e07f-3a9a-49b8-8b19-ce9aaa54cdf4
Bmw X5 3.0 Xdrive 35i Executive 306cv,US$30.000,30000,2011,2011,84.000 Km,84000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1499118049-bmw-x5-30-xdrive-35i-executive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=a753a43a-fd72-4db8-9ef8-2890c75cd5ff
Bmw X5 3.0 Ipremium,US$14.500,14500,2002,2002,137.259 Km,137259,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-1498115269-bmw-x5-2002-30-ipremium-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=a753a43a-fd72-4db8-9ef8-2890c75cd5ff
Bmw X5 3.0 Ipremium,US$16.500,16500,2005,2005,168.000 Km,168000,Esteban Echeverría - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2078956562-bmw-x5-30-ipremium-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=a753a43a-fd72-4db8-9ef8-2890c75cd5ff
Bmw X5 3.0 Xdrive 35i Executive 306cv,US$40.000,40000,2016,2016,85.000 Km,85000,San Juan Capital - San Juan,https://auto.mercadolibre.com.ar/MLA-1498840627-bmw-x5-30-xdrive-35i-executive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=a753a43a-fd72-4db8-9ef8-2890c75cd5ff
Bmw X5 3.0 Xdrive 35i Executive 306cv,US$34.000,34000,2014,2014,115.000 Km,115000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1502062701-bmw-x5-30-xdrive-35i-executive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=a753a43a-fd72-4db8-9ef8-2890c75cd5ff
Bmw X5 4.4 4.4i Premium Security,US$16.000,16000,2005,2005,296.000 Km,296000,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1498597447-bmw-x5-44-44i-premium-security-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=a753a43a-fd72-4db8-9ef8-2890c75cd5ff
Bmw X5 4.8 4.8ls Premium,US$35.000,35000,2007,2007,128.000 Km,128000,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1497700737-bmw-x5-48-48ls-premium-2007-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=a753a43a-fd72-4db8-9ef8-2890c75cd5ff
Bmw X5 3.0 Xdrive 35i Executive 306cv,US$22.990,22990,2011,2011,140.000 Km,140000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-1475155509-bmx-x5-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=a753a43a-fd72-4db8-9ef8-2890c75cd5ff
Bmw X5 3.0 D Executive Stept,US$11.500,11500,2006,2006,236.000 Km,236000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2013394130-bmw-x5-30-tdiesel-o-pto-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=a753a43a-fd72-4db8-9ef8-2890c75cd5ff
